TIMESTAMP_END,TA_F,SW_IN_F,eair,WS_F,CO2_F_MDS,PA_F,USTAR,TS_F_MDS_4,SWC_F_MDS_1,LAI
2018-07-01,16.983541666666667,367.7678125,0.9653749610416668,5.78775,403.4759791666667,101.094375,0.481159375,27.967291666666668,0.07447895833333333,1.31171875
2018-07-02,13.751458333333334,305.3750625,0.9650875227083334,4.6115208333333335,401.40535416666665,101.07208333333334,0.3929305416666667,26.912895833333334,0.07251333333333333,1.38671875
2018-07-03,13.599333333333334,350.8363125,0.9180532147916667,3.378229166666667,403.88993750000003,100.87979166666666,0.29546008333333335,26.420416666666668,0.07275,1.46171875
2018-07-04,12.1191875,365.7620416666667,0.8702433043750001,3.2366458333333337,399.42793750000004,101.33541666666667,0.2898076041666667,26.290625000000002,0.072270625,1.5122395833333335
2018-07-05,14.917125,366.8664375,0.8356271716666667,1.8855833333333332,403.9762083333333,101.81333333333333,0.16789575,26.1544375,0.07262520833333333,1.5372395833333332
2018-07-06,18.44729166666667,295.4215,0.8977750304166667,2.7314375,412.6125416666667,101.73229166666665,0.23916645833333336,26.818187499999997,0.07338208333333333,1.5622395833333333
2018-07-07,18.77625,364.64331250000004,0.7375345358333334,2.9390625,411.85502083333336,101.35708333333334,0.2510831041666667,27.085895833333336,0.07353479166666667,1.5872395833333333
2018-07-08,18.301666666666666,370.9464791666667,0.6472194152083334,3.213104166666667,404.64208333333335,101.28770833333334,0.29469460416666665,26.633041666666667,0.07255395833333332,1.6611979166666666
2018-07-09,19.098541666666666,363.69620833333335,0.647113014375,3.5011875,397.45743749999997,101.45625,0.3421642708333333,26.489375,0.07249333333333334,1.7861979166666666
2018-07-10,19.294583333333332,364.832375,0.80368552,2.8693333333333335,408.24210416666665,101.28145833333333,0.266166625,26.804666666666666,0.07299270833333332,1.9111979166666666
2018-07-11,16.97908333333333,360.9837708333334,0.9276575612500001,1.6988958333333333,423.00220833333333,100.95333333333333,0.15154552083333334,26.42379166666667,0.07263937499999999,2.0361979166666666
2018-07-12,17.268333333333334,349.5250416666667,0.8584240581249999,2.956,409.1429791666667,101.13229166666667,0.28812,26.2341875,0.07313229166666667,2.051041666666667
2018-07-13,18.865416666666665,292.52204166666667,0.8918964418750001,3.6140624999999997,404.3123958333333,101.39625000000001,0.360991625,26.319208333333332,0.0734025,1.9510416666666668
2018-07-14,17.642916666666668,348.38968750000004,0.9271823354166666,4.6634166666666665,399.7685833333333,101.32541666666667,0.46977895833333333,26.255770833333333,0.07366645833333332,1.8510416666666665
2018-07-15,15.794166666666667,360.30235416666665,0.9032804333333333,3.847,399.00975,101.20291666666667,0.394685,25.954916666666666,0.07335354166666666,1.7510416666666666
2018-07-16,16.445833333333333,361.31335416666667,0.89745486125,3.1953333333333336,409.07852083333336,101.21666666666665,0.32552675000000003,25.566708333333334,0.07336854166666666,1.785677083333333
2018-07-17,17.0385,366.616875,0.9360028225,2.5544791666666664,408.1940833333333,101.23062499999999,0.2706475625,25.4616875,0.07379145833333332,1.9606770833333333
2018-07-18,17.448625,346.9472916666667,1.0811866708333333,2.1727291666666666,427.42302083333334,101.163125,0.2267299375,25.38489583333333,0.07430604166666667,2.1356770833333334
2018-07-19,16.649333333333335,348.8512083333333,0.96025497875,2.1370625,413.49008333333336,101.023125,0.20794252083333334,25.420604166666667,0.07497958333333332,2.310677083333333
2018-07-20,16.39014583333333,317.2928125,1.02178180625,2.6054583333333334,419.42829166666667,101.0625,0.26524145833333335,24.986874999999998,0.07500041666666667,2.412239583333333
2018-07-21,17.09,332.80833333333334,0.8977924960416667,4.0378750000000005,400.0123125,101.28166666666668,0.435962,25.19904166666667,0.07596499999999999,2.437239583333333
2018-07-22,16.743125,338.3823958333333,0.9931201564583333,3.9046458333333334,397.8148125,101.55604166666666,0.42314758333333335,25.107791666666667,0.07613145833333333,2.4622395833333335
2018-07-23,18.130625,345.15450000000004,0.9376226970833333,3.870645833333333,396.79477083333336,101.47291666666666,0.41983793750000004,25.2163125,0.07663145833333333,2.4872395833333334
2018-07-24,17.668541666666666,347.58660416666663,1.0012291360416665,2.872666666666667,402.80931250000003,101.43208333333332,0.3066042291666667,25.230791666666665,0.07683333333333332,2.31640625
2018-07-25,18.654166666666665,346.4857083333333,0.8603743312500001,3.154958333333333,403.9972708333333,101.41250000000001,0.33332972916666664,25.0619375,0.07674354166666665,1.94140625
2018-07-26,19.574583333333333,331.5833125,1.0770431854166667,2.825333333333333,404.6142291666667,101.18187499999999,0.29194772916666667,25.096083333333336,0.07697291666666665,1.56640625
2018-07-27,19.580416666666668,345.17858333333334,1.1098926997916667,3.2388125,410.97589583333337,101.06270833333333,0.2670099166666667,25.639124999999996,0.07847312499999999,1.19140625
2018-07-28,19.171875,315.1749791666667,1.1413661104166668,2.3127083333333336,424.61272916666667,101.09270833333333,0.16752622916666668,26.223187499999998,0.07714541666666665,1.0
2018-07-29,18.117708333333333,198.47541666666666,1.0648119166666665,2.08325,431.8516041666667,101.24354166666666,0.1624764375,25.856062500000004,0.07443791666666667,1.0
2018-07-30,19.46125,276.03577083333334,1.0915346520833333,2.3576875,418.1624791666666,101.166875,0.1678899375,25.8124375,0.07498541666666665,1.0
2018-07-31,19.62,302.3548333333333,1.1145241908333332,2.1314375,429.26570833333335,101.11895833333334,0.16639400000000001,26.298041666666666,0.07481937499999998,1.0
